traditional,simplified
一曰：薛公相齊，齊威王夫人死，中有十孺子皆貴於王，薛公欲知王所欲立，而請置一人以爲夫人,一曰：薛公相齐，齐威王夫人死，中有十孺子皆贵于王，薛公欲知王所欲立，而请置一人以为夫人
馮亭守三十日，陰使人請趙王曰：韓不能守上黨，且以與秦，其民皆不欲爲秦，而願爲趙,冯亭守三十日，阴使人请赵王曰：韩不能守上党，且以与秦，其民皆不欲为秦，而愿为赵
公子罷戎入盟，同盟于中分,公子罢戎入盟，同盟于中分
千世之後，其必有人與人相食者也,千世之后，其必有人与人相食者也
既破我斧，又缺我斨,既破我斧，又缺我斨
周公拜手稽首，曰：朕復子明辟,周公拜手稽首，曰：朕复子明辟
明主之治也，明於分職而督其成事，勝其任者處官，不勝其任者廢免,明主之治也，明于分职而督其成事，胜其任者处官，不胜其任者废免
其德又可以君國，三襲焉,其德又可以君国，三袭焉
爲妻，父母在，不杖，不稽顙,为妻，父母在，不杖，不稽颡
廢興、存亡、昏明之術，皆兵之由也，而子求去之，不亦誣乎,废兴、存亡、昏明之术，皆兵之由也，而子求去之，不亦诬乎
衛侯會公于沓，請平于晉,卫侯会公于沓，请平于晋
,
,
叔兮伯兮，靡所與同,叔兮伯兮，靡所与同
孔子謂柳下季曰：夫爲人父者，必能詔其子,孔子谓柳下季曰：夫为人父者，必能诏其子
惟爾小子，飾言事王,惟尔小子，饰言事王
,
天之所廢，誰能興之,天之所废，谁能兴之
玉振之也者，終條理也,玉振之也者，终条理也
十有七年，春，王正月，庚子，許男錫我卒,十有七年，春，王正月，庚子，许男锡我卒
豈不爾思,岂不尔思
楚王曰：謹受命,楚王曰：谨受命
肆長，各掌其肆之政令,肆长，各掌其肆之政令
公孫敖如京師，不至而復,公孙敖如京师，不至而复
,
,
且君而逃臣，若社稷何,且君而逃臣，若社稷何
胡衍之出幾瑟於楚也，教公仲謂魏王曰：太子在楚，韓不敢離楚也,胡衍之出几瑟于楚也，教公仲谓魏王曰：太子在楚，韩不敢离楚也
說不行而有敗，則見疑，如此者身危,说不行而有败，则见疑，如此者身危
上九，鴻漸于陸，其羽可用爲儀,上九，鸿渐于陆，其羽可用为仪
而言休乎知之所不知，至矣,而言休乎知之所不知，至矣
礫石不可穀，樹之葛木，以爲絺綌，以爲材用,砾石不可谷，树之葛木，以为𫄨绤，以为材用
彼皆習之，䰟往必釋些,彼皆习之，魂往必释些
,
,
夫雖無四方之憂，然謀臣與爪牙之士，不可不養而擇也,夫虽无四方之忧，然谋臣与爪牙之士，不可不养而择也
守祧，奄八人，女祧每廟二人，奚四人,守祧，奄八人，女祧每庙二人，奚四人
戮有罪，嚴斷刑,戮有罪，严断刑
三月，天下服,三月，天下服
若鷙鳥之擊也，搏攫則殪，中木則碎,若鸷鸟之击也，搏攫则殪，中木则碎
天子之縣內，方千里者，爲方百里者百，封方百里者九，其餘方百里者九十一,天子之县内，方千里者，为方百里者百，封方百里者九，其余方百里者九十一
十有六年春王正月,十有六年春王正月
,
士以三耦射豻侯，一獲一容，樂以《采蘩》，五節二正,士以三耦射豻侯，一获一容，乐以《采蘩》，五节二正
以者，不以者也,以者，不以者也
,
魯君請樂正子春，樂正子春曰：胡不以其真往也,鲁君请乐正子春，乐正子春曰：胡不以其真往也
然後進退誅賞之，政之終也,然后进退诛赏之，政之终也
固請而行,固请而行
鄭彊之走張儀於秦，曰儀之使者，必之楚矣,郑彊之走张仪于秦，曰仪之使者，必之楚矣
諸侯相見，必告于禰,诸侯相见，必告于祢
我分兵而孤樂中山，中山必亡,我分兵而孤乐中山，中山必亡
開先祖之府，取其明法，以爲君臣上下之節，殷民更眩，近者說，遠者至，粒食之民，昭然明視,开先祖之府，取其明法，以为君臣上下之节，殷民更眩，近者说，远者至，粒食之民，昭然明视
斷手，所惡也,断手，所恶也
公召管子，問曰：此何故也,公召管子，问曰：此何故也
,
莊子笑曰：周將處於材不材之間,庄子笑曰：周将处于材不材之间
孟子曰：待文王而後興者，凡民也,孟子曰：待文王而后兴者，凡民也
臣以所學者觀之，先王之舉錯，有高世之心，故假節於魏王，而以身得察於燕,臣以所学者观之，先王之举错，有高世之心，故假节于魏王，而以身得察于燕
,
密人不恭，敢距大邦，侵阮徂共,密人不恭，敢距大邦，侵阮徂共
吳起曰：三者，子皆不吾若也，位則在吾上，命也夫事君,吴起曰：三者，子皆不吾若也，位则在吾上，命也夫事君
四年春王正月，大雨雹,四年春王正月，大雨雹
若不疾，乃疾之也,若不疾，乃疾之也
無咎,无咎
曰：其任所愛不均,曰：其任所爱不均
天不爲人之惡寒也輟冬，地不爲人之惡遼遠也輟廣，君子不爲小人之匈匈也輟行,天不为人之恶寒也辍冬，地不为人之恶辽远也辍广，君子不为小人之匈匈也辍行
訾之者，是不知禮之所由生也,訾之者，是不知礼之所由生也
秋，聲姜以公故，會齊侯于卞,秋，声姜以公故，会齐侯于卞
受克予，非朕文考有罪，惟予小子無良,受克予，非朕文考有罪，惟予小子无良
三分所生，益之一分以上生,三分所生，益之一分以上生
,
申子微視王之所說以言於王，王大說之,申子微视王之所说以言于王，王大说之
桓公曰：善,桓公曰：善
二月，庚子，子叔姬卒,二月，庚子，子叔姬卒
,
己丑，盟桓子于稷門之內，庚寅，大詛,己丑，盟桓子于稷门之内，庚寅，大诅
上介出請，入告,上介出请，入告
子蕩射子罕之門，曰：幾日而不我從,子荡射子罕之门，曰：几日而不我从
公會晉侯、宋公、陳侯、衛侯、鄭伯、曹伯、莒子、邾子、滕子、薛伯、齊世子光、吴人、繒人于戚,公会晋侯、宋公、陈侯、卫侯、郑伯、曹伯、莒子、邾子、滕子、薛伯、齐世子光、吴人、缯人于戚
距躍三百，曲踊三百,距跃三百，曲踊三百
張翠稱病，日行一縣,张翠称病，日行一县
君子是以知出姜之不允於魯也，曰：貴聘而賤逆之，君而卑之，立而廢之，棄信而壞其主，在國必亂，在家必亡,君子是以知出姜之不允于鲁也，曰：贵聘而贱逆之，君而卑之，立而废之，弃信而坏其主，在国必乱，在家必亡
郤子登，婦人笑於房,郤子登，妇人笑于房
公誄之曰：旻天不弔，不憖遺一老，俾屏余一人以在位，煢煢余在疚,公诔之曰：旻天不吊，不慭遗一老，俾屏余一人以在位，茕茕余在疚
,
其言日何,其言日何
《紀年》曰：武王擒紂于南單之臺．,《纪年》曰：武王擒纣于南单之台．
我田既臧，農夫之慶,我田既臧，农夫之庆
小首而長，摶身而鴻，若是者謂之鱗屬，以爲筍,小首而长，抟身而鸿，若是者谓之鳞属，以为笋
爲人臣下者，有諫而無訕，有亡而無疾，頌而無讇，諫而無驕,为人臣下者，有谏而无讪，有亡而无疾，颂而无讇，谏而无骄
子曰：吾之於人也，誰毀誰譽,子曰：吾之于人也，谁毁谁誉
周道如砥，其直如矢,周道如砥，其直如矢
,
臣請變更，則臣免死罪矣,臣请变更，则臣免死罪矣
齊、秦不合，天下無變，伐齊之形成矣,齐、秦不合，天下无变，伐齐之形成矣
察其菑蚤不齵，則輪雖敝不匡,察其菑蚤不齵，则轮虽敝不匡
子曰：色難,子曰：色难
炎帝封泰山，禪云云,炎帝封泰山，禅云云
是月也，生氣方盛，陽氣發泄，句者畢出，萌者盡達，不可以內,是月也，生气方盛，阳气发泄，句者毕出，萌者尽达，不可以内
萬乘者，以地大爲萬乘,万乘者，以地大为万乘
春日載陽，有鳴倉庚,春日载阳，有鸣仓庚
無有爲有，雖有神禹，且不能知，吾獨且柰何哉,无有为有，虽有神禹，且不能知，吾独且柰何哉
謂齊王曰：王與三國約外魏，魏使公孫衍來，今久與之談，是王謀三國也也,谓齐王曰：王与三国约外魏，魏使公孙衍来，今久与之谈，是王谋三国也也
男子重首，婦人重帶,男子重首，妇人重带
且吾尤子旗，其又爲諸,且吾尤子旗，其又为诸
,
觴數行，曰：姑求肉乎,觞数行，曰：姑求肉乎
何故退,何故退
,
於是白起又將兵來伐,于是白起又将兵来伐
子曰：臧文仲居蔡，山節藻棁，何如其知也,子曰：臧文仲居蔡，山节藻棁，何如其知也
維此良人，弗求弗迪,维此良人，弗求弗迪
夏，晉太子圉爲質於秦，秦歸河東而妻之,夏，晋太子圉为质于秦，秦归河东而妻之
,
正校人員選,正校人员选
,
鑑之銘曰：見爾前，慮爾後,鉴之铭曰：见尔前，虑尔后
《詩》曰：長夜漫兮，永思騫兮,《诗》曰：长夜漫兮，永思骞兮
賓以燔從如初,宾以燔从如初
意者堂下其有翳憎臣者乎,意者堂下其有翳憎臣者乎
不使夷狄爲中國也,不使夷狄为中国也
《史記‧殷本紀》正義,《史记‧殷本纪》正义
孔子對曰：政者，正也,孔子对曰：政者，正也
役夫,役夫
天節固然，唯謀不遷,天节固然，唯谋不迁
內文明而外柔順，以蒙大難，文王以之,内文明而外柔顺，以蒙大难，文王以之
事慮不同情者，心異也,事虑不同情者，心异也
惠子之言，有似於此,惠子之言，有似于此
無所取之，取諸易直也,无所取之，取诸易直也
,
公祭如賓禮，膳宰贊授肺,公祭如宾礼，膳宰赞授肺
質爾人民，謹爾侯度，用戒不虞,质尔人民，谨尔侯度，用戒不虞
萬也者，干戚舞也,万也者，干戚舞也
,
《紀年》：句踐以晉出公十年卒，鹿郢立，是爲鼯與，六年卒．盲姑立，是爲不壽，十年卒．朱旬立，是爲王翁，,《纪年》：句践以晋出公十年卒，鹿郢立，是为鼯与，六年卒．盲姑立，是为不寿，十年卒．朱旬立，是为王翁，
,
於是索吳起之後，賜之田二十萬,于是索吴起之后，赐之田二十万
,
夫差弗是也，賜之鴟夷而浮之江,夫差弗是也，赐之鸱夷而浮之江
指其掌,指其掌
智術之士，必遠見而明察，不明察，不能燭私,智术之士，必远见而明察，不明察，不能烛私
大汾、冥阨、荆阮、方城、殽、井陘、令疵、句注、居庸,大汾、冥厄、荆阮、方城、殽、井陉、令疵、句注、居庸
汝非盜邪,汝非盗邪
前期三日之朝，筮尸，如求日之儀,前期三日之朝，筮尸，如求日之仪
不徵甲與粟於周而與高都，楚卒不拔雍氏而去,不征甲与粟于周而与高都，楚卒不拔雍氏而去
,
,
一曰：堂谿公見昭侯曰：今有白玉之巵而無當，有瓦巵而有當,一曰：堂谿公见昭侯曰：今有白玉之卮而无当，有瓦卮而有当
聶政之所以名施於後世者，其姊不避菹醢之誅，以揚其名也,聂政之所以名施于后世者，其姊不避菹醢之诛，以扬其名也
晉殺其大夫里克,晋杀其大夫里克
命理瞻傷察創，視折審斷，決獄訟，必正平，戮有罪，嚴斷刑,命理瞻伤察创，视折审断，决狱讼，必正平，戮有罪，严断刑
夏四月庚辰，辟殺子狐、子熙、子侯、子丁,夏四月庚辰，辟杀子狐、子熙、子侯、子丁
大夫潰莒而之楚，是以叛其上爲事也,大夫溃莒而之楚，是以叛其上为事也
道者爲之公,道者为之公
,
秦下兵攻衞、陽晉，必開扃天下之匈，大王悉起兵以攻宋，不至數月而宋可舉,秦下兵攻卫、阳晋，必开扃天下之匈，大王悉起兵以攻宋，不至数月而宋可举
冬，楚子期伐陳，吳延州來季子救陳，謂子期曰：二君不務德，而力爭諸侯，民何罪焉,冬，楚子期伐陈，吴延州来季子救陈，谓子期曰：二君不务德，而力争诸侯，民何罪焉
莊子將死，弟子欲厚葬之,庄子将死，弟子欲厚葬之
必也臨事而懼，好謀而成者也,必也临事而惧，好谋而成者也
晉人謂秦拜賜之師,晋人谓秦拜赐之师
既祭，反命于國,既祭，反命于国
河南曰豫州，其山鎮曰華山，其澤藪曰圃田，其川熒雒，其浸陂溠，其利林漆絲枲，其民二男三女，其畜宜六擾，,河南曰豫州，其山镇曰华山，其泽薮曰圃田，其川荧雒，其浸陂溠，其利林漆丝枲，其民二男三女，其畜宜六扰，
,
情也者，非吾所有也，然而可爲也,情也者，非吾所有也，然而可为也
孔樂韓土，川澤訏訏，魴鱮甫甫，麀鹿噳噳，有熊有羆，有貓有虎,孔乐韩土，川泽𬣙𬣙，鲂𫚈甫甫，麀鹿噳噳，有熊有罴，有猫有虎
任大功者，不以輕敵,任大功者，不以轻敌
納者，内弗受也,纳者，内弗受也
,
秋，邾子來朝,秋，邾子来朝
,
賓出，主人送,宾出，主人送
越君其次也，遂滅吳,越君其次也，遂灭吴
天子之地方千里,天子之地方千里
,
秋，楚公子朱自東夷伐陳，陳人敗之，獲公子茷,秋，楚公子朱自东夷伐陈，陈人败之，获公子茷
君反位，祝從在左,君反位，祝从在左
一此不解，是謂學則,一此不解，是谓学则
言之不可以已也如是,言之不可以已也如是
先王有游夕之業於人，無荒亡之行於身,先王有游夕之业于人，无荒亡之行于身
子曰：不曰如之何，如之何者，吾末如之何也已矣,子曰：不曰如之何，如之何者，吾末如之何也已矣
秦之無廬也，非無廬也，夫人而能爲廬也,秦之无庐也，非无庐也，夫人而能为庐也
,
如皆從，則孰守社稷,如皆从，则孰守社稷
